"gene","txp","center","Salmon","kallisto"
"ENSG00000071655.17","ENST00000592012.5","MPIMG",53.4,52.68
"ENSG00000071655.17","ENST00000592012.5","ICMB",72.53,75.32
"ENSG00000071655.17","ENST00000592012.5","LUMC",126.57,140.15
"ENSG00000071655.17","ENST00000592012.5","UNIGE",112.5,124.04
"ENSG00000071655.17","ENST00000592012.5","UU",110.03,119.99
"ENSG00000071655.17","ENST00000434436.7","CNAG",24.85,11.61
"ENSG00000071655.17","ENST00000434436.7","HMGU",0,0.98
"ENSG00000071655.17","ENST00000434436.7","MPIMG",31.96,6.43
"ENSG00000071655.17","ENST00000434436.7","ICMB",75.6,120.2
"ENSG00000071655.17","ENST00000434436.7","LUMC",200.95,198.89
"ENSG00000071655.17","ENST00000434436.7","UNIGE",162.4,189.2
"ENSG00000071655.17","ENST00000434436.7","UU",148.81,202.27
"ENSG00000071655.17","ENST00000590830.5","CNAG",971.29,790.12
"ENSG00000071655.17","ENST00000590830.5","HMGU",912.29,691.15
"ENSG00000071655.17","ENST00000590830.5","MPIMG",739.05,481.77
"ENSG00000071655.17","ENST00000590830.5","ICMB",1262.71,1244.69
"ENSG00000071655.17","ENST00000590830.5","LUMC",1165.57,1444.92
"ENSG00000071655.17","ENST00000590830.5","UNIGE",1125.21,1351.33
"ENSG00000071655.17","ENST00000590830.5","UU",1394.5,1600.75
"ENSG00000071655.17","ENST00000592361.2","CNAG",0,0
"ENSG00000071655.17","ENST00000592361.2","HMGU",0,0
"ENSG00000071655.17","ENST00000592361.2","MPIMG",0,0
"ENSG00000071655.17","ENST00000592361.2","ICMB",3.56,2.88
"ENSG00000071655.17","ENST00000592361.2","LUMC",5.49,5.68
"ENSG00000071655.17","ENST00000592361.2","UNIGE",5.04,4.85
"ENSG00000071655.17","ENST00000592361.2","UU",4.83,4.82
"ENSG00000267059.2","ENST00000585937.1","CNAG",97.79,112.86
"ENSG00000267059.2","ENST00000585937.1","HMGU",88.55,91.66
"ENSG00000267059.2","ENST00000585937.1","MPIMG",92.38,92.54
"ENSG00000267059.2","ENST00000585937.1","ICMB",51.14,49.8
"ENSG00000267059.2","ENST00000585937.1","LUMC",88.42,92.78
"ENSG00000267059.2","ENST00000585937.1","UNIGE",84.37,89.59
"ENSG00000267059.2","ENST00000585937.1","UU",74.56,76.51
"ENSG00000127540.11","ENST00000591899.7","CNAG",0,19.3
"ENSG00000127540.11","ENST00000591899.7","HMGU",0,31.78
"ENSG00000127540.11","ENST00000591899.7","MPIMG",0,0
"ENSG00000127540.11","ENST00000591899.7","ICMB",105.15,288.85
"ENSG00000127540.11","ENST00000591899.7","LUMC",124.16,217.45
"ENSG00000127540.11","ENST00000591899.7","UNIGE",63.51,202.43
"ENSG00000127540.11","ENST00000591899.7","UU",102.74,217.97
"ENSG00000127540.11","ENST00000593264.5","CNAG",324.5,326.27
"ENSG00000127540.11","ENST00000593264.5","HMGU",353.88,350.81
"ENSG00000127540.11","ENST00000593264.5","MPIMG",231.78,236.19
"ENSG00000127540.11","ENST00000593264.5","ICMB",763.85,680.88
"ENSG00000127540.11","ENST00000593264.5","LUMC",728.3,614.01
"ENSG00000127540.11","ENST00000593264.5","UNIGE",750.94,626.88
"ENSG00000127540.11","ENST00000593264.5","UU",757.37,700.26
"ENSG00000127540.11","ENST00000589880.1","CNAG",498.19,498.15
"ENSG00000127540.11","ENST00000589880.1","HMGU",480.06,478.32
"ENSG00000127540.11","ENST00000589880.1","MPIMG",478.6,468.92
"ENSG00000127540.11","ENST00000589880.1","ICMB",332.51,253.93
"ENSG00000127540.11","ENST00000589880.1","LUMC",370.27,332.3
"ENSG00000127540.11","ENST00000589880.1","UNIGE",207.17,164.81
"ENSG00000127540.11","ENST00000589880.1","UU",526.24,489.63
"ENSG00000071564.14","ENST00000262965.9","CNAG",13.18,22.11
"ENSG00000071564.14","ENST00000262965.9","HMGU",17.45,33.39
"ENSG00000071564.14","ENST00000262965.9","MPIMG",7.63,9.21
"ENSG00000071564.14","ENST00000262965.9","ICMB",145.77,209.51
"ENSG00000071564.14","ENST00000262965.9","LUMC",84.69,187.13
"ENSG00000071564.14","ENST00000262965.9","UNIGE",17.15,103.72
"ENSG00000071564.14","ENST00000262965.9","UU",91.5,169.19
"ENSG00000071564.14","ENST00000593064.5","CNAG",12.55,641.28
"ENSG00000071564.14","ENST00000593064.5","HMGU",38.29,652.48
"ENSG00000071564.14","ENST00000593064.5","MPIMG",165.17,343.97
"ENSG00000071564.14","ENST00000593064.5","ICMB",223.86,1068.19
"ENSG00000071564.14","ENST00000593064.5","LUMC",542.84,1349.44
"ENSG00000071564.14","ENST00000593064.5","UNIGE",280.4,1513.09
"ENSG00000071564.14","ENST00000593064.5","UU",243.38,1427.53
"ENSG00000071564.14","ENST00000453954.6","CNAG",384.95,456.98
"ENSG00000071564.14","ENST00000453954.6","HMGU",305.97,365.83
"ENSG00000071564.14","ENST00000453954.6","MPIMG",342.07,501.14
"ENSG00000071564.14","ENST00000453954.6","ICMB",174.43,118.18
"ENSG00000071564.14","ENST00000453954.6","LUMC",165.92,104.2
"ENSG00000071564.14","ENST00000453954.6","UNIGE",185.71,93.06
"ENSG00000071564.14","ENST00000453954.6","UU",124.58,86.39
"ENSG00000071564.14","ENST00000587425.5","CNAG",189.64,106.08
"ENSG00000071564.14","ENST00000587425.5","HMGU",175.22,97.09
"ENSG00000071564.14","ENST00000587425.5","MPIMG",143.71,55
"ENSG00000071564.14","ENST00000587425.5","ICMB",213.37,169.05
"ENSG00000071564.14","ENST00000587425.5","LUMC",228.13,242.72
"ENSG00000071564.14","ENST00000587425.5","UNIGE",216.23,222.33
"ENSG00000071564.14","ENST00000587425.5","UU",298.81,282.86
"ENSG00000071564.14","ENST00000590436.5","CNAG",49.68,189.85
"ENSG00000071564.14","ENST00000590436.5","HMGU",42.86,152.53
"ENSG00000071564.14","ENST00000590436.5","MPIMG",48.54,148.55
"ENSG00000071564.14","ENST00000590436.5","ICMB",18.81,57.61
"ENSG00000071564.14","ENST00000590436.5","LUMC",35.34,93.65
"ENSG00000071564.14","ENST00000590436.5","UNIGE",24.11,45.06
"ENSG00000071564.14","ENST00000590436.5","UU",41.13,112.28
"ENSG00000071564.14","ENST00000588136.5","CNAG",411.05,0
"ENSG00000071564.14","ENST00000588136.5","HMGU",318.86,0
"ENSG00000071564.14","ENST00000588136.5","MPIMG",383.56,0
"ENSG00000071564.14","ENST00000588136.5","ICMB",71.24,18.28
"ENSG00000071564.14","ENST00000588136.5","LUMC",31.43,17.73
"ENSG00000071564.14","ENST00000588136.5","UNIGE",21.44,11.89
"ENSG00000071564.14","ENST00000588136.5","UU",59.33,16.83
"ENSG00000071564.14","ENST00000395423.7","CNAG",95.63,463.38
"ENSG00000071564.14","ENST00000395423.7","HMGU",87.61,422.45
"ENSG00000071564.14","ENST00000395423.7","MPIMG",86.6,365.36
"ENSG00000071564.14","ENST00000395423.7","ICMB",505.92,807.42
"ENSG00000071564.14","ENST00000395423.7","LUMC",622.44,980.48
"ENSG00000071564.14","ENST00000395423.7","UNIGE",645.42,1066.11
"ENSG00000071564.14","ENST00000395423.7","UU",528.95,1022.06
"ENSG00000071564.14","ENST00000610756.4","CNAG",687.7,19.49
"ENSG00000071564.14","ENST00000610756.4","HMGU",596.79,22.3
"ENSG00000071564.14","ENST00000610756.4","MPIMG",638.54,0
"ENSG00000071564.14","ENST00000610756.4","ICMB",344.9,123.87
"ENSG00000071564.14","ENST00000610756.4","LUMC",250.19,167.6
"ENSG00000071564.14","ENST00000610756.4","UNIGE",277.33,167.25
"ENSG00000071564.14","ENST00000610756.4","UU",345.11,181.28
"ENSG00000071564.14","ENST00000590605.2","CNAG",223.4,40.12
"ENSG00000071564.14","ENST00000590605.2","HMGU",234.87,34.31
"ENSG00000071564.14","ENST00000590605.2","MPIMG",174.77,24.18
"ENSG00000071564.14","ENST00000590605.2","ICMB",360.17,363.36
"ENSG00000071564.14","ENST00000590605.2","LUMC",417.05,506.34
"ENSG00000071564.14","ENST00000590605.2","UNIGE",388.62,480.11
"ENSG00000071564.14","ENST00000590605.2","UU",536.29,576.14
"ENSG00000071564.14","ENST00000587235.5","CNAG",67.92,20.1
"ENSG00000071564.14","ENST00000587235.5","HMGU",35.76,17.8
"ENSG00000071564.14","ENST00000587235.5","MPIMG",0,9.59
"ENSG00000071564.14","ENST00000587235.5","ICMB",149.63,123.98
"ENSG00000071564.14","ENST00000587235.5","LUMC",142.07,129.91
"ENSG00000071564.14","ENST00000587235.5","UNIGE",154.33,149.41
"ENSG00000071564.14","ENST00000587235.5","UU",196.64,176.69
"ENSG00000079313.13","ENST00000170168.8","CNAG",363,5.39
"ENSG00000079313.13","ENST00000170168.8","HMGU",334.93,20.51
"ENSG00000079313.13","ENST00000170168.8","MPIMG",289.54,2.53
"ENSG00000079313.13","ENST00000170168.8","ICMB",235.93,96.35
"ENSG00000079313.13","ENST00000170168.8","LUMC",262.59,198.61
"ENSG00000079313.13","ENST00000170168.8","UNIGE",272.21,161.08
"ENSG00000079313.13","ENST00000170168.8","UU",337.79,216.24
"ENSG00000079313.13","ENST00000590936.5","CNAG",771.17,449.27
"ENSG00000079313.13","ENST00000590936.5","HMGU",734.23,413.3
"ENSG00000079313.13","ENST00000590936.5","MPIMG",716.55,318.58
"ENSG00000079313.13","ENST00000590936.5","ICMB",735.64,760.23
"ENSG00000079313.13","ENST00000590936.5","LUMC",852.18,1000.27
"ENSG00000079313.13","ENST00000590936.5","UNIGE",843.82,1035.03
"ENSG00000079313.13","ENST00000590936.5","UU",887.69,1017.6
"ENSG00000267125.2","ENST00000592884.2","CNAG",140.31,252.8
"ENSG00000267125.2","ENST00000592884.2","HMGU",97.41,181.99
"ENSG00000267125.2","ENST00000592884.2","MPIMG",112.06,195.81
"ENSG00000267125.2","ENST00000592884.2","ICMB",53.87,102.62
"ENSG00000267125.2","ENST00000592884.2","LUMC",50.22,90.93
"ENSG00000267125.2","ENST00000592884.2","UNIGE",55.79,108.64
"ENSG00000267125.2","ENST00000592884.2","UU",69.3,120.48
"ENSG00000129911.8","ENST00000592313.1","CNAG",0,5.18
"ENSG00000129911.8","ENST00000592313.1","HMGU",0,3.14
"ENSG00000129911.8","ENST00000592313.1","MPIMG",0,2.99
"ENSG00000129911.8","ENST00000592313.1","ICMB",0,34.85
"ENSG00000129911.8","ENST00000592313.1","LUMC",8.84,51.22
"ENSG00000129911.8","ENST00000592313.1","UNIGE",17.33,66
"ENSG00000129911.8","ENST00000592313.1","UU",10.2,51.02
"ENSG00000129968.15","ENST00000292577.11","CNAG",0,0
"ENSG00000129968.15","ENST00000292577.11","HMGU",0,0
"ENSG00000129968.15","ENST00000292577.11","MPIMG",0,0
"ENSG00000129968.15","ENST00000292577.11","ICMB",14.88,6.38
"ENSG00000129968.15","ENST00000292577.11","LUMC",0.26,9.32
"ENSG00000129968.15","ENST00000292577.11","UNIGE",22.65,32.65
"ENSG00000129968.15","ENST00000292577.11","UU",9.72,11.43
"ENSG00000213638.5","ENST00000329478.3","CNAG",337.44,211.11
"ENSG00000213638.5","ENST00000329478.3","HMGU",345.68,207.74
"ENSG00000213638.5","ENST00000329478.3","MPIMG",279.5,156.5
"ENSG00000213638.5","ENST00000329478.3","ICMB",800.31,795.35
"ENSG00000213638.5","ENST00000329478.3","LUMC",721.39,978.59
"ENSG00000213638.5","ENST00000329478.3","UNIGE",756.11,965.23
"ENSG00000213638.5","ENST00000329478.3","UU",916.41,1095.67
"ENSG00000133275.15","ENST00000255641.12","CNAG",26.44,3.37
"ENSG00000133275.15","ENST00000255641.12","HMGU",29.34,6.16
"ENSG00000133275.15","ENST00000255641.12","MPIMG",21.32,1.05
"ENSG00000133275.15","ENST00000255641.12","ICMB",59.12,64.93
"ENSG00000133275.15","ENST00000255641.12","LUMC",53.91,91.41
"ENSG00000133275.15","ENST00000255641.12","UNIGE",52.67,85.28
"ENSG00000133275.15","ENST00000255641.12","UU",68.44,105.24
"ENSG00000133275.15","ENST00000615564.1","CNAG",701.06,552.46
"ENSG00000133275.15","ENST00000615564.1","HMGU",727.13,523.01
"ENSG00000133275.15","ENST00000615564.1","MPIMG",618.49,403.59
"ENSG00000133275.15","ENST00000615564.1","ICMB",1293.54,1256.28
"ENSG00000133275.15","ENST00000615564.1","LUMC",1190.73,1299.11
"ENSG00000133275.15","ENST00000615564.1","UNIGE",1143.87,1227.01
"ENSG00000133275.15","ENST00000615564.1","UU",1426.22,1547.08
"ENSG00000133275.15","ENST00000585957.2","CNAG",15.42,46.44
"ENSG00000133275.15","ENST00000585957.2","HMGU",18.7,48.88
"ENSG00000133275.15","ENST00000585957.2","MPIMG",19.18,47.08
"ENSG00000133275.15","ENST00000585957.2","ICMB",54.38,119.16
"ENSG00000133275.15","ENST00000585957.2","LUMC",39.53,88.03
"ENSG00000133275.15","ENST00000585957.2","UNIGE",65.52,143.98
"ENSG00000133275.15","ENST00000585957.2","UU",31.11,61.9
"ENSG00000133243.8","ENST00000589685.2","CNAG",0,34.48
"ENSG00000133243.8","ENST00000589685.2","HMGU",0,24.82
"ENSG00000133243.8","ENST00000589685.2","MPIMG",3.19,40.85
"ENSG00000133243.8","ENST00000589685.2","ICMB",0,0
"ENSG00000133243.8","ENST00000589685.2","LUMC",0,0
"ENSG00000133243.8","ENST00000589685.2","UNIGE",0,0
"ENSG00000133243.8","ENST00000589685.2","UU",0,0
"ENSG00000133243.8","ENST00000255608.8","CNAG",20.43,11.91
"ENSG00000133243.8","ENST00000255608.8","HMGU",31.29,18.37
"ENSG00000133243.8","ENST00000255608.8","MPIMG",19.05,5.44
"ENSG00000133243.8","ENST00000255608.8","ICMB",30.71,45.48
"ENSG00000133243.8","ENST00000255608.8","LUMC",38.78,63.22
"ENSG00000133243.8","ENST00000255608.8","UNIGE",43.9,87.77
"ENSG00000133243.8","ENST00000255608.8","UU",52.69,100.87
"ENSG00000133243.8","ENST00000592082.5","CNAG",1347.3,1078.77
"ENSG00000133243.8","ENST00000592082.5","HMGU",1069.58,826.73
"ENSG00000133243.8","ENST00000592082.5","MPIMG",1113.03,741.99
"ENSG00000133243.8","ENST00000592082.5","ICMB",1308.87,1322.51
"ENSG00000133243.8","ENST00000592082.5","LUMC",1391,1608.27
"ENSG00000133243.8","ENST00000592082.5","UNIGE",1428.3,1614.2
"ENSG00000133243.8","ENST00000592082.5","UU",1724.45,1940.57
"ENSG00000099875.14","ENST00000591142.5","CNAG",27.38,55.38
"ENSG00000099875.14","ENST00000591142.5","HMGU",9.18,40.97
"ENSG00000099875.14","ENST00000591142.5","MPIMG",27.87,48.28
"ENSG00000099875.14","ENST00000591142.5","ICMB",0,2.16
"ENSG00000099875.14","ENST00000591142.5","LUMC",0,3.35
"ENSG00000099875.14","ENST00000591142.5","UNIGE",0,0
"ENSG00000099875.14","ENST00000591142.5","UU",0.52,10.33
"ENSG00000099875.14","ENST00000250896.7","CNAG",0,0
"ENSG00000099875.14","ENST00000250896.7","HMGU",43.78,0
"ENSG00000099875.14","ENST00000250896.7","MPIMG",148.9,0
"ENSG00000099875.14","ENST00000250896.7","ICMB",611.47,37.31
"ENSG00000099875.14","ENST00000250896.7","LUMC",56.33,22.56
"ENSG00000099875.14","ENST00000250896.7","UNIGE",71,20.91
"ENSG00000099875.14","ENST00000250896.7","UU",138.4,65.21
"ENSG00000099875.14","ENST00000589534.2","CNAG",12346.6,0
"ENSG00000099875.14","ENST00000589534.2","HMGU",14666.56,0
"ENSG00000099875.14","ENST00000589534.2","MPIMG",12044.41,0
"ENSG00000099875.14","ENST00000589534.2","ICMB",5651.75,0
"ENSG00000099875.14","ENST00000589534.2","LUMC",2731.24,143.95
"ENSG00000099875.14","ENST00000589534.2","UNIGE",4732.08,0
"ENSG00000099875.14","ENST00000589534.2","UU",2386.19,38.9
"ENSG00000099840.13","ENST00000481489.5","CNAG",0,0
"ENSG00000099840.13","ENST00000481489.5","HMGU",0,0
"ENSG00000099840.13","ENST00000481489.5","MPIMG",0,0
"ENSG00000099840.13","ENST00000481489.5","ICMB",56.99,2.7
"ENSG00000099840.13","ENST00000481489.5","LUMC",257.38,30.12
"ENSG00000099840.13","ENST00000481489.5","UNIGE",11.11,3.74
"ENSG00000099840.13","ENST00000481489.5","UU",88.15,7.1
"ENSG00000104885.17","ENST00000398665.7","CNAG",0,0
"ENSG00000104885.17","ENST00000398665.7","HMGU",0,0
"ENSG00000104885.17","ENST00000398665.7","MPIMG",0,0
"ENSG00000104885.17","ENST00000398665.7","ICMB",7.11,3.59
"ENSG00000104885.17","ENST00000398665.7","LUMC",3.27,2.96
"ENSG00000104885.17","ENST00000398665.7","UNIGE",4.36,2.67
"ENSG00000104885.17","ENST00000398665.7","UU",5.03,3.6
"ENSG00000104885.17","ENST00000457590.2","CNAG",2254.35,1863.63
"ENSG00000104885.17","ENST00000457590.2","HMGU",2177.41,1717.59
"ENSG00000104885.17","ENST00000457590.2","MPIMG",2135.1,1586.5
"ENSG00000104885.17","ENST00000457590.2","ICMB",2521.73,2561.9
"ENSG00000104885.17","ENST00000457590.2","LUMC",2729.52,3138.67
"ENSG00000104885.17","ENST00000457590.2","UNIGE",2993.57,3544.2
"ENSG00000104885.17","ENST00000457590.2","UU",2963.33,3249.71
"ENSG00000104886.11","ENST00000588633.1","CNAG",35.19,16.85
"ENSG00000104886.11","ENST00000588633.1","HMGU",32.06,14.37
"ENSG00000104886.11","ENST00000588633.1","MPIMG",38.12,16.32
"ENSG00000104886.11","ENST00000588633.1","ICMB",69.83,51.26
"ENSG00000104886.11","ENST00000588633.1","LUMC",55.95,58.32
"ENSG00000104886.11","ENST00000588633.1","UNIGE",64.31,71.24
"ENSG00000104886.11","ENST00000588633.1","UU",80.96,74.72
"ENSG00000104897.9","ENST00000221494.9","CNAG",37.59,68.22
"ENSG00000104897.9","ENST00000221494.9","HMGU",19.94,60.3
"ENSG00000104897.9","ENST00000221494.9","MPIMG",28.77,70.98
"ENSG00000104897.9","ENST00000221494.9","ICMB",0,0
"ENSG00000104897.9","ENST00000221494.9","LUMC",0,0
"ENSG00000104897.9","ENST00000221494.9","UNIGE",0,0
"ENSG00000104897.9","ENST00000221494.9","UU",0,0
"ENSG00000104904.12","ENST00000588673.3","CNAG",1474.17,933.85
"ENSG00000104904.12","ENST00000588673.3","HMGU",1370.09,874.8
"ENSG00000104904.12","ENST00000588673.3","MPIMG",1350.61,764.09
"ENSG00000104904.12","ENST00000588673.3","ICMB",1423.88,1327.58
"ENSG00000104904.12","ENST00000588673.3","LUMC",1615.68,1799.12
"ENSG00000104904.12","ENST00000588673.3","UNIGE",1879.62,2299.85
"ENSG00000104904.12","ENST00000588673.3","UU",1822.91,2078.12
"ENSG00000220008.3","ENST00000585527.1","CNAG",16.3,4.47
"ENSG00000220008.3","ENST00000585527.1","HMGU",11.16,3.85
"ENSG00000220008.3","ENST00000585527.1","MPIMG",15.6,4.67
"ENSG00000220008.3","ENST00000585527.1","ICMB",14.52,10.72
"ENSG00000220008.3","ENST00000585527.1","LUMC",14.53,16.76
"ENSG00000220008.3","ENST00000585527.1","UNIGE",11.05,11.48
"ENSG00000220008.3","ENST00000585527.1","UU",19.27,18.65
"ENSG00000005206.16","ENST00000613503.4","CNAG",7.65,3.57
"ENSG00000005206.16","ENST00000613503.4","HMGU",7.57,3.59
"ENSG00000005206.16","ENST00000613503.4","MPIMG",9.61,3.18
"ENSG00000005206.16","ENST00000613503.4","ICMB",20.54,22.62
"ENSG00000005206.16","ENST00000613503.4","LUMC",28.19,43.03
"ENSG00000005206.16","ENST00000613503.4","UNIGE",20.54,30.44
"ENSG00000005206.16","ENST00000613503.4","UU",24.72,34.53
"ENSG00000005206.16","ENST00000610743.4","CNAG",132.77,97.97
"ENSG00000005206.16","ENST00000610743.4","HMGU",151.63,114.76
"ENSG00000005206.16","ENST00000610743.4","MPIMG",126.25,78.93
"ENSG00000005206.16","ENST00000610743.4","ICMB",187.71,169.58
"ENSG00000005206.16","ENST00000610743.4","LUMC",176.83,189.46
"ENSG00000005206.16","ENST00000610743.4","UNIGE",172.35,178.45
"ENSG00000005206.16","ENST00000610743.4","UU",226.35,241.14
"ENSG00000005206.16","ENST00000614784.1","CNAG",125.7,126.31
"ENSG00000005206.16","ENST00000614784.1","HMGU",98.97,107.82
"ENSG00000005206.16","ENST00000614784.1","MPIMG",90.56,96.09
"ENSG00000005206.16","ENST00000614784.1","ICMB",138.37,168.26
"ENSG00000005206.16","ENST00000614784.1","LUMC",164.41,212.8
"ENSG00000005206.16","ENST00000614784.1","UNIGE",155.54,211.66
"ENSG00000005206.16","ENST00000614784.1","UU",192.55,245.19
"ENSG00000005206.16","ENST00000589515.2","CNAG",8.6,2.02
"ENSG00000005206.16","ENST00000589515.2","HMGU",13.25,3.17
"ENSG00000005206.16","ENST00000589515.2","MPIMG",7.38,0
"ENSG00000005206.16","ENST00000589515.2","ICMB",17.54,13.25
"ENSG00000005206.16","ENST00000589515.2","LUMC",21.09,20.15
"ENSG00000005206.16","ENST00000589515.2","UNIGE",16.59,15.11
"ENSG00000005206.16","ENST00000589515.2","UU",25.16,23.66
"ENSG00000178297.12","ENST00000332578.7","CNAG",91.22,44.2
"ENSG00000178297.12","ENST00000332578.7","HMGU",84.96,48.34
"ENSG00000178297.12","ENST00000332578.7","MPIMG",93.64,34.4
"ENSG00000178297.12","ENST00000332578.7","ICMB",87.63,83.33
"ENSG00000178297.12","ENST00000332578.7","LUMC",67.82,83.71
"ENSG00000178297.12","ENST00000332578.7","UNIGE",64.85,79.7
"ENSG00000178297.12","ENST00000332578.7","UU",95.51,116.49
"ENSG00000267001.1","ENST00000586572.1","CNAG",0,0
"ENSG00000267001.1","ENST00000586572.1","HMGU",0,0
"ENSG00000267001.1","ENST00000586572.1","MPIMG",0,0
"ENSG00000267001.1","ENST00000586572.1","ICMB",4.85,3.81
"ENSG00000267001.1","ENST00000586572.1","LUMC",4.61,5.31
"ENSG00000267001.1","ENST00000586572.1","UNIGE",5.03,5.71
"ENSG00000267001.1","ENST00000586572.1","UU",4.11,4.36
"ENSG00000141873.10","ENST00000269740.8","CNAG",0,20.5
"ENSG00000141873.10","ENST00000269740.8","HMGU",0,4.96
"ENSG00000141873.10","ENST00000269740.8","MPIMG",0,6.06
"ENSG00000141873.10","ENST00000269740.8","ICMB",0,0
"ENSG00000141873.10","ENST00000269740.8","LUMC",0,0
"ENSG00000141873.10","ENST00000269740.8","UNIGE",0,0
"ENSG00000141873.10","ENST00000269740.8","UU",0,0
"ENSG00000141873.10","ENST00000589363.5","CNAG",355.16,77.98
"ENSG00000141873.10","ENST00000589363.5","HMGU",276.99,71.33
"ENSG00000141873.10","ENST00000589363.5","MPIMG",282.92,66.46
"ENSG00000141873.10","ENST00000589363.5","ICMB",391.43,319.76
"ENSG00000141873.10","ENST00000589363.5","LUMC",347.66,419.05
"ENSG00000141873.10","ENST00000589363.5","UNIGE",329.62,376.41
"ENSG00000141873.10","ENST00000589363.5","UU",474.19,469.31
"ENSG00000172009.14","ENST00000591149.5","CNAG",33.65,121.39
"ENSG00000172009.14","ENST00000591149.5","HMGU",41.48,104.14
"ENSG00000172009.14","ENST00000591149.5","MPIMG",41.05,105.78
"ENSG00000172009.14","ENST00000591149.5","ICMB",10.96,40.81
"ENSG00000172009.14","ENST00000591149.5","LUMC",8.29,26.93
"ENSG00000172009.14","ENST00000591149.5","UNIGE",10.79,31.07
"ENSG00000172009.14","ENST00000591149.5","UU",10.25,36.07
"ENSG00000172009.14","ENST00000590533.1","CNAG",0,0
"ENSG00000172009.14","ENST00000590533.1","HMGU",0,0
"ENSG00000172009.14","ENST00000590533.1","MPIMG",0,0
"ENSG00000172009.14","ENST00000590533.1","ICMB",3.13,2.25
"ENSG00000172009.14","ENST00000590533.1","LUMC",2.89,2.92
"ENSG00000172009.14","ENST00000590533.1","UNIGE",4.08,4.1
"ENSG00000172009.14","ENST00000590533.1","UU",3.03,2.86
"ENSG00000172009.14","ENST00000590970.5","CNAG",0,0
"ENSG00000172009.14","ENST00000590970.5","HMGU",3.36,1.58
"ENSG00000172009.14","ENST00000590970.5","MPIMG",0,0
"ENSG00000172009.14","ENST00000590970.5","ICMB",7.12,5.47
"ENSG00000172009.14","ENST00000590970.5","LUMC",6.75,7.11
"ENSG00000172009.14","ENST00000590970.5","UNIGE",6.38,6.84
"ENSG00000172009.14","ENST00000590970.5","UU",10.98,10.3
"ENSG00000267469.1","ENST00000592758.1","CNAG",185.71,106.14
"ENSG00000267469.1","ENST00000592758.1","HMGU",203.42,121.16
"ENSG00000267469.1","ENST00000592758.1","MPIMG",215.89,109
"ENSG00000267469.1","ENST00000592758.1","ICMB",326.34,296.76
"ENSG00000267469.1","ENST00000592758.1","LUMC",287.31,316.82
"ENSG00000267469.1","ENST00000592758.1","UNIGE",243.54,281.74
"ENSG00000267469.1","ENST00000592758.1","UU",392.21,427.31
"ENSG00000104964.14","ENST00000221561.12","CNAG",218.14,141.44
"ENSG00000104964.14","ENST00000221561.12","HMGU",243,193.28
"ENSG00000104964.14","ENST00000221561.12","MPIMG",313.19,262.55
"ENSG00000104964.14","ENST00000221561.12","ICMB",77.42,18.45
"ENSG00000104964.14","ENST00000221561.12","LUMC",180.04,141.42
"ENSG00000104964.14","ENST00000221561.12","UNIGE",92.32,21.06
"ENSG00000104964.14","ENST00000221561.12","UU",215.11,125.33
"ENSG00000104964.14","ENST00000327141.8","CNAG",189.58,625.87
"ENSG00000104964.14","ENST00000327141.8","HMGU",167.39,568.56
"ENSG00000104964.14","ENST00000327141.8","MPIMG",160.9,457.8
"ENSG00000104964.14","ENST00000327141.8","ICMB",597.58,1103
"ENSG00000104964.14","ENST00000327141.8","LUMC",360.24,599.58
"ENSG00000104964.14","ENST00000327141.8","UNIGE",468.62,859.17
"ENSG00000104964.14","ENST00000327141.8","UU",445.32,928.25
"ENSG00000104964.14","ENST00000587393.5","CNAG",7370.3,4013.43
"ENSG00000104964.14","ENST00000587393.5","HMGU",6314.05,2955.05
"ENSG00000104964.14","ENST00000587393.5","MPIMG",6571.37,2665.07
"ENSG00000104964.14","ENST00000587393.5","ICMB",5535.23,2806.43
"ENSG00000104964.14","ENST00000587393.5","LUMC",5269.52,3352.49
"ENSG00000104964.14","ENST00000587393.5","UNIGE",4999.23,2859.73
"ENSG00000104964.14","ENST00000587393.5","UU",5989.4,3401.64
"ENSG00000104964.14","ENST00000592330.5","CNAG",12.95,1694.74
"ENSG00000104964.14","ENST00000592330.5","HMGU",22.31,1847.62
"ENSG00000104964.14","ENST00000592330.5","MPIMG",16.01,2222.45
"ENSG00000104964.14","ENST00000592330.5","ICMB",828.14,2765.35
"ENSG00000104964.14","ENST00000592330.5","LUMC",951.5,2782.26
"ENSG00000104964.14","ENST00000592330.5","UNIGE",914.21,3182.65
"ENSG00000104964.14","ENST00000592330.5","UU",1175.21,3430.8
"ENSG00000088256.8","ENST00000078429.8","CNAG",0,389.86
"ENSG00000088256.8","ENST00000078429.8","HMGU",0,330.44
"ENSG00000088256.8","ENST00000078429.8","MPIMG",0,379.55
"ENSG00000088256.8","ENST00000078429.8","ICMB",0,110.12
"ENSG00000088256.8","ENST00000078429.8","LUMC",9.92,235.47
"ENSG00000088256.8","ENST00000078429.8","UNIGE",0,156.55
"ENSG00000088256.8","ENST00000078429.8","UU",15.91,368.27
"ENSG00000088256.8","ENST00000587636.1","CNAG",226.92,188.49
"ENSG00000088256.8","ENST00000587636.1","HMGU",215.09,174.66
"ENSG00000088256.8","ENST00000587636.1","MPIMG",195.3,147.57
"ENSG00000088256.8","ENST00000587636.1","ICMB",286.36,283.22
"ENSG00000088256.8","ENST00000587636.1","LUMC",312.24,347.33
"ENSG00000088256.8","ENST00000587636.1","UNIGE",313.34,353.61
